,etext,author,book,url
19904,11973,william wymark jacobs,dialstone lane part 3,raw/11973/pg11973.txt.utf8
19905,10792,william wymark jacobs,keeping up appearances  sailors knots part 12,raw/10792/pg10792.txt.utf8
19906,12213,william wymark jacobs,odd charges  odd craft part 13,raw/12213/pg12213.txt.utf8
19907,10784,william wymark jacobs,sentence deferred  sailors knots part 4,raw/10784/pg10784.txt.utf8
19908,11181,william wymark jacobs,captains all  captains all part 1,raw/11181/pg11181.txt.utf8
19909,10570,william wymark jacobs,for better or worse  ships company part 10,raw/10570/pg10570.txt.utf8
19910,11186,william wymark jacobs,over the side  captains all book 6,raw/11186/pg11186.txt.utf8
19911,12211,william wymark jacobs,a spirit of avarice  odd craft part 11,raw/12211/pg12211.txt.utf8
19912,12128,william wymark jacobs,a tigers skin  the lady of the barge and others part 8,raw/12128/pg12128.txt.utf8
19913,10872,william wymark jacobs,at sunwich port part 2  contents chapters 610,raw/10872/pg10872.txt.utf8
19914,6765,jens peter jacobsen,mogens and other stories,raw/6765/pg6765.txt.utf8
19915,10672,de cessolis jacobus,game and playe of the chesse  a verbatim reprint of the first edition 1474,raw/10672/pg10672.txt.utf8
19916,15972,mainwaring george jacson,the record of a regiment of the line  being a regimental history of the 1st battalion devonshire  regiment during the boer war 18991902,raw/15972/pg15972.txt.utf8
19917,43411,otto jahn,life of mozart vol 1 of 3,raw/43411/pg43411.txt.utf8
19918,22323,viscount james bryce,impressions of south africa,raw/22323/pg22323.txt.utf8
19919,3416,viscount james bryce,william ewart gladstone,raw/3416/pg3416.txt.utf8
19920,17008,king of england james i,a counterblaste to tobacco,raw/17008/pg17008.txt.utf8
19921,29328,alex james,the shining cow,raw/29328/pg29328.txt.utf8
19922,30808,charles canniff james,history of farming in ontario,raw/30808/pg30808.txt.utf8
19923,39966,croake james,curiosities of christian history  prior to the reformation,raw/39966/pg39966.txt.utf8
19924,21988,edwin james,breaking point,raw/21988/pg21988.txt.utf8
19925,36041,g p r george payne rainsford james,corse de leon volume i of 2  or the brigand a romance,raw/36041/pg36041.txt.utf8
19926,39411,g p r george payne rainsford james,henry of guise vol i of 3  or the states of blois,raw/39411/pg39411.txt.utf8
19927,44253,g p r george payne rainsford james,richelieu v 23  a tale of france,raw/44253/pg44253.txt.utf8
19928,2394,g wharton george wharton james,the grand canyon of arizona how to see it,raw/2394/pg2394.txt.utf8
19929,39520,george payne rainsford james,the huguenot volumes iiii  a tale of the french protestants,raw/39520/pg39520.txt.utf8
19930,39531,george payne rainsford james,the smuggler vols iiii  a tale,raw/39531/pg39531.txt.utf8
19931,39519,george payne rainsford james,agincourt  the works of g p r james volume xx,raw/39519/pg39519.txt.utf8
19932,44252,george payne rainsford james,richelieu v 13  a tale of france,raw/44252/pg44252.txt.utf8
19933,39376,george payne rainsford james,the gipsy vols i  ii  a tale,raw/39376/pg39376.txt.utf8
19934,42579,george wharton james,scenic mount lowe and its wonderful railway,raw/42579/pg42579.txt.utf8
19935,13170,george wharton james,the lake of the sky  lake tahoe in the high sierras of california and nevada its history indians discovery by frmont legendary lore various namings physical characteristics glacial phenomena geology single outlet automobile routes historic towns early mining excitements steamer ride mineral springs mountain and lake resorts trail and camping out trips summer residences fishing hunting flowers birds animals trees and chaparral with a full account of the tahoe national forest the public use of the water of lake tahoe and much other interesting matter,raw/13170/pg13170.txt.utf8
19936,37708,hartwell james,the magic bed  a book of east indian fairytales,raw/37708/pg37708.txt.utf8
19937,28004,henry james,a little tour of france,raw/28004/pg28004.txt.utf8
19938,178,henry james,confidence,raw/178/pg178.txt.utf8
19939,21773,henry james,four meetings,raw/21773/pg21773.txt.utf8
19940,18566,henry james,hawthorne  english men of letters series,raw/18566/pg18566.txt.utf8
19941,2299,henry james,pandora,raw/2299/pg2299.txt.utf8
19942,432,henry james,the ambassadors,raw/432/pg432.txt.utf8
19943,7433,henry james,the awkward age,raw/7433/pg7433.txt.utf8
19944,4263,henry james,the golden bowl  volume 2,raw/4263/pg4263.txt.utf8
19945,2436,henry james,the marriages,raw/2436/pg2436.txt.utf8
19946,32649,henry james,the middle years,raw/32649/pg32649.txt.utf8
19947,2720,henry james,the pension beaurepas,raw/2720/pg2720.txt.utf8
19948,2869,henry james,the point of view,raw/2869/pg2869.txt.utf8
19949,32939,henry james,the sacred fount,raw/32939/pg32939.txt.utf8
19950,2870,henry james,washington square,raw/2870/pg2870.txt.utf8
19951,7118,henry james,what maisie knew,raw/7118/pg7118.txt.utf8
19952,2159,henry james,a little tour in france,raw/2159/pg2159.txt.utf8
19953,25500,henry james,a london life and other tales,raw/25500/pg25500.txt.utf8
19954,21932,henry james,embarrassments,raw/21932/pg21932.txt.utf8
19955,6354,henry james,italian hours,raw/6354/pg6354.txt.utf8
19956,2327,henry james,some short stories by henry james,raw/2327/pg2327.txt.utf8
19957,2718,henry james,the chaperon,raw/2718/pg2718.txt.utf8
19958,2460,henry james,the madonna of the future,raw/2460/pg2460.txt.utf8
19959,2427,henry james,the patagonia,raw/2427/pg2427.txt.utf8
19960,20085,henry james,the tragic muse,raw/20085/pg20085.txt.utf8
19961,37425,henry james,within the rim and other essays,raw/37425/pg37425.txt.utf8
19962,12968,james alton james,our government local state and national idaho edition,raw/12968/pg12968.txt.utf8
19963,37124,juliet helena lumbard james,a foreword to the panamapacific international exposition,raw/37124/pg37124.txt.utf8
19964,5620,juliet helena lumbard james,palaces and courts of the exposition  a handbook of the architecture sculpture and mural paintings with special reference to the symbolism,raw/5620/pg5620.txt.utf8
19965,9629,m r montague rhodes james,ghost stories of an antiquary part 2 more ghost stories,raw/9629/pg9629.txt.utf8
19966,28187,m r montague rhodes james,the wanderings and homes of manuscripts  helps for students of history no 17,raw/28187/pg28187.txt.utf8
19967,15874,mr james,old testament legends  being stories out of some of the lessknown apocryphal books of the old testament,raw/15874/pg15874.txt.utf8
19968,24089,montague rhodes james,the five jars,raw/24089/pg24089.txt.utf8
19969,20387,montague rhodes james,a thin ghost and others,raw/20387/pg20387.txt.utf8
19970,20768,william james,memories and studies,raw/20768/pg20768.txt.utf8
19971,621,william james,the varieties of religious experience a study in human nature,raw/621/pg621.txt.utf8
19972,11984,william james,a pluralistic universe  hibbert lectures at manchester college on the present situation in philosophy,raw/11984/pg11984.txt.utf8
19973,40307,william james,the letters of william james vol 1,raw/40307/pg40307.txt.utf8
19974,26152,anna brownell murphy jameson,characteristics of women  moral poetical and historical,raw/26152/pg26152.txt.utf8
19975,36818,anna brownell murphy jameson,visits and sketches at home and abroad with tales and miscellanies now first collected  vol i of 3,raw/36818/pg36818.txt.utf8
19976,36286,e w jameson,natural history of the prairie vole mammalian genus microtus  ku vol 1 no 7,raw/36286/pg36286.txt.utf8
19977,23750,helen follett jameson,the woman beautiful or the art of beauty culture,raw/23750/pg23750.txt.utf8
19978,26365,alcinous b alcinous burton jamison,intestinal ills  chronic constipation indigestion autogenetic poisons diarrhea piles etc also autoinfection autointoxication anemia emaciation etc due to proctitis and colitis,raw/26365/pg26365.txt.utf8
19979,12909,francis jammes,romance of the rabbit,raw/12909/pg12909.txt.utf8
19980,29688,donald wallace janes,home range and movements of the eastern cottontail in kansas,raw/29688/pg29688.txt.utf8
19981,23889,laurence m janifer,charley de milo,raw/23889/pg23889.txt.utf8
19982,31980,jean m janis,rough translation,raw/31980/pg31980.txt.utf8
19983,23805,thomas a thomas allibone janvier,for the honor of france  1891,raw/23805/pg23805.txt.utf8
19984,13442,thomas a thomas allibone janvier,henry hudson  a brief statement of his aims and his achievements,raw/13442/pg13442.txt.utf8
19985,23807,thomas a thomas allibone janvier,the uncle of an angel  1891,raw/23807/pg23807.txt.utf8
19986,23804,thomas allibone janvier,our pirate hoard  1891,raw/23804/pg23804.txt.utf8
19987,21618,thomas allibone janvier,the aztec treasurehouse,raw/21618/pg21618.txt.utf8
19988,23808,thomas allibone janvier,a romance of tompkins square  1891,raw/23808/pg23808.txt.utf8
19989,612,japan,the constitution of japan 1946,raw/612/pg612.txt.utf8
19990,613,japan,the constitution of the empire of japan 1889,raw/613/pg613.txt.utf8
19991,590,alexander h alexander hay japp,robert louis stevenson a record an estimate and a memorial,raw/590/pg590.txt.utf8
19992,21653,mile jaquesdalcroze,the eurhythmics of jaquesdalcroze,raw/21653/pg21653.txt.utf8
19993,34855,bede jarrett,the abiding presence of the holy ghost in the soul,raw/34855/pg34855.txt.utf8
19994,44284,deming jarves,reminiscences of glassmaking,raw/44284/pg44284.txt.utf8
19995,30932,e k jarvis,before egypt,raw/30932/pg30932.txt.utf8
19996,26795,e k jarvis,get out of our skies,raw/26795/pg26795.txt.utf8
19997,19554,mary rowles jarvis,dick lionheart,raw/19554/pg19554.txt.utf8
19998,35486,william henry pope jarvis,the great gold rush a tale of the klondike,raw/35486/pg35486.txt.utf8
19999,20758,morris jastrow,the religion of babylonia and assyria,raw/20758/pg20758.txt.utf8
20000,11151,r h jayne,the lost trail,raw/11151/pg11151.txt.utf8
20001,21125,r h jayne,the boy patriot,raw/21125/pg21125.txt.utf8
20002,25334,r h jayne,deerfoot in the mountains,raw/25334/pg25334.txt.utf8
20003,25980,r h jayne,footprints in the forest,raw/25980/pg25980.txt.utf8
20004,43675,r h jayne,ned in the blockhouse  a tale of early days in the west,raw/43675/pg43675.txt.utf8
20005,16855,r h jayne,the land of mystery,raw/16855/pg16855.txt.utf8
20006,22646,r h jayne,the hunters of the ozark,raw/22646/pg22646.txt.utf8
20007,41777,r h jayne,blazing arrow a tale of the frontier,raw/41777/pg41777.txt.utf8
20008,27785,john cordy jeaffreson,a book about lawyers,raw/27785/pg27785.txt.utf8
20009,41747,john cordy jeaffreson,the real shelley vol i of 2  new views of the poets life,raw/41747/pg41747.txt.utf8
20010,19434,j stephen james stephen jeans,western worthies  a gallery of biographical and critical sketches of west  of scotland celebrities,raw/19434/pg19434.txt.utf8
20011,38319,louisa jebb,by desert ways to baghdad,raw/38319/pg38319.txt.utf8
20012,37046,john richard jefferies,greene ferne farm,raw/37046/pg37046.txt.utf8
20013,2317,john richard jefferies,the story of my heart an autobiography,raw/2317/pg2317.txt.utf8
20014,25299,john richard jefferies,wood magic a fable,raw/25299/pg25299.txt.utf8
20015,7030,john richard jefferies,field and hedgerow being the last essays of richard jefferies,raw/7030/pg7030.txt.utf8
20016,27516,john richard jefferies,the toilers of the field,raw/27516/pg27516.txt.utf8
20017,6981,richard jefferies,the open air,raw/6981/pg6981.txt.utf8
20018,44171,thomas c jefferies,the postal system of the united states and the new york general post office,raw/44171/pg44171.txt.utf8
20019,16782,thomas jefferson,memoir correspondence and miscellanies from the papers of thomas jefferson volume 2,raw/16782/pg16782.txt.utf8
20020,1,thomas jefferson,the declaration of independence of the united states of america,raw/1/pg1.txt.utf8
20021,37628,jeffery e jeffery,servants of the guns,raw/37628/pg37628.txt.utf8
20022,40244,reginald w reginald welbury jeffery,the history of the thirteen colonies of north america 14971763,raw/40244/pg40244.txt.utf8
20023,12992,walter jeffery,the naval pioneers of australia,raw/12992/pg12992.txt.utf8
20024,36279,gertrude jekyll,wood and garden  notes and thoughts practical and critical of a working amateur,raw/36279/pg36279.txt.utf8
20025,29815,georg jellinek,the declaration of the rights of man and of citizens,raw/29815/pg29815.txt.utf8
20026,581,edward jenkins,ginxs baby his birth and other misfortunes a satire,raw/581/pg581.txt.utf8
20027,41985,elinor jenkins,poems,raw/41985/pg41985.txt.utf8
20028,32285,herbert george jenkins,adventures of bindle,raw/32285/pg32285.txt.utf8
20029,33261,herbert george jenkins,bindle some chapters in the life of joseph bindle,raw/33261/pg33261.txt.utf8
20030,28084,herbert george jenkins,malcolm sage detective,raw/28084/pg28084.txt.utf8
20031,8654,peter jenkins,the fallen star or the history of a false religion by el bulwer and a dissertation on the origin of evil by lord brougham,raw/8654/pg8654.txt.utf8
20032,10778,sara davis jenkins,the prose marmion  a tale of the scottish border,raw/10778/pg10778.txt.utf8
20033,37445,t a jenkins,the lady and her horse  being hints selected from various sources and compiled  into a system of equitation,raw/37445/pg37445.txt.utf8
20034,31263,thomas h jenkins,bark kathleen sunk by a whale  to which is added an account of two like occurrences the loss of ships ann alexander and essex,raw/31263/pg31263.txt.utf8
20035,23612,will jenkins,the leader,raw/23612/pg23612.txt.utf8
20036,18172,will jenkins,this world is taboo,raw/18172/pg18172.txt.utf8
20037,26174,will jenkins,the machine that saved the world,raw/26174/pg26174.txt.utf8
20038,32324,william fitzgerald jenkins,sam this is you,raw/32324/pg32324.txt.utf8
20039,43046,william fitzgerald jenkins,planet of dread,raw/43046/pg43046.txt.utf8
20040,31343,william fitzgerald jenkins,the invaders,raw/31343/pg31343.txt.utf8
20041,41637,william fitzgerald jenkins,the forgotten planet,raw/41637/pg41637.txt.utf8
20042,30408,william fitzgerald jenkins,the fifthdimension tube,raw/30408/pg30408.txt.utf8
20043,42901,william fitzgerald jenkins,creatures of the abyss,raw/42901/pg42901.txt.utf8
20044,23791,william fitzgerald jenkins,scrimshaw,raw/23791/pg23791.txt.utf8
20045,18719,william fitzgerald jenkins,space tug,raw/18719/pg18719.txt.utf8
20046,17870,william fitzgerald jenkins,operation terror,raw/17870/pg17870.txt.utf8
20047,41422,emily j jenkinson,barbara lynn  a tale of the dales and fells,raw/41422/pg41422.txt.utf8
20048,33558,marion anne jenkinson,thoracic and coracoid arteries in two families of birds columbidae and hirundinidae,raw/33558/pg33558.txt.utf8
20049,3308,albert ernest jenks,the bontoc igorot,raw/3308/pg3308.txt.utf8
20050,10902,theodora r theodora robinson jenness,big and little sisters a story of an indian mission school,raw/10902/pg10902.txt.utf8
20051,29971,frederick charles jennings,old groans and new songs  being meditations on the book of ecclesiastes,raw/29971/pg29971.txt.utf8
20052,7453,james jennings,the dialect of the west of england particularly somersetshire,raw/7453/pg7453.txt.utf8
20053,23533,harriet julia campbell jephson,a wartime journal germany 1914 and german travel notes,raw/23533/pg23533.txt.utf8
20054,36575,robert jephson,the count of narbonne  a tragedy in five acts,raw/36575/pg36575.txt.utf8
20055,9808,edgar jepson,the loudwater mystery,raw/9808/pg9808.txt.utf8
20056,19043,edgar jepson,the terrible twins,raw/19043/pg19043.txt.utf8
20057,19310,edgar jepson,happy pollyooly  the rich little poor girl,raw/19310/pg19310.txt.utf8
20058,870,jerome k jerome klapka jerome,the love of ulrich nebendahl,raw/870/pg870.txt.utf8
20059,869,jerome k jerome klapka jerome,the soul of nicholas snyders or the miser of zandam,raw/869/pg869.txt.utf8
20060,2183,jerome k jerome klapka jerome,three men on the bummel,raw/2183/pg2183.txt.utf8
20061,2195,jerome k jerome klapka jerome,the master of mrs chilvers an improbable comedy,raw/2195/pg2195.txt.utf8
20062,2356,jerome klapka jerome,tommy and co,raw/2356/pg2356.txt.utf8
20063,856,jerome klapka jerome,dreams,raw/856/pg856.txt.utf8
20064,1993,jerome klapka jerome,told after supper,raw/1993/pg1993.txt.utf8
20065,2024,jerome klapka jerome,diary of a pilgrimage,raw/2024/pg2024.txt.utf8
20066,865,jerome klapka jerome,passing of the third floor back,raw/865/pg865.txt.utf8
20067,855,jerome klapka jerome,clocks,raw/855/pg855.txt.utf8
20068,2234,jerome klapka jerome,sketches in lavender blue and green,raw/2234/pg2234.txt.utf8
20069,2231,jerome klapka jerome,all roads lead to calvary,raw/2231/pg2231.txt.utf8
20070,18327,blanchard jerrold,the cockaynes in paris  or gone abroad,raw/18327/pg18327.txt.utf8
20071,44741,blanchard jerrold,the life of george cruikshank vol i of ii  the life of george cruikshank in two epochs with numerous illustrations,raw/44741/pg44741.txt.utf8
20072,6054,d w douglas william jerrold,mrs caudles curtain lectures,raw/6054/pg6054.txt.utf8
20073,44742,w blanchard william blanchard jerrold,the life of george cruikshank vol ii of ii  the life of george cruikshank in two epochs with numerous illustrations,raw/44742/pg44742.txt.utf8
20074,17977,walter copeland jerrold,charles lamb,raw/17977/pg17977.txt.utf8
20075,27524,walter jerrold,hampton court,raw/27524/pg27524.txt.utf8
20076,38569,countess of jersey,fiftyone years of victorian life,raw/38569/pg38569.txt.utf8
20077,16683,wynifried margaret jesse,secret bread,raw/16683/pg16683.txt.utf8
20078,17278,henry harris jessup,the women of the arabs,raw/17278/pg17278.txt.utf8
20079,27482,annie lash jester,domestic life in virginia in the seventeenth century,raw/27482/pg27482.txt.utf8
20080,31875,f b frank byron jevons,an introduction to the study of comparative religion,raw/31875/pg31875.txt.utf8
20081,25338,f b frank byron jevons,the idea of god in early religions,raw/25338/pg25338.txt.utf8
20082,17678,john jewel,the apology of the church of england,raw/17678/pg17678.txt.utf8
20083,19990,f jewell,little abe or the bishop of berry brow  being the life of abraham lockwood,raw/19990/pg19990.txt.utf8
20084,32382,sarah orne jewett,old friends and new,raw/32382/pg32382.txt.utf8
20085,31857,sarah orne jewett,strangers and wayfarers,raw/31857/pg31857.txt.utf8
20086,31473,sarah orne jewett,the life of nancy,raw/31473/pg31473.txt.utf8
20087,24822,sarah orne jewett,the queens twin and other stories,raw/24822/pg24822.txt.utf8
20088,15985,sarah orne jewett,deephaven and selected stories  sketches,raw/15985/pg15985.txt.utf8
20089,37780,de brakelond jocelin,the chronicle of jocelin of brakelond a picture of monastic life in the days of abbot samson,raw/37780/pg37780.txt.utf8
20090,19365,anna magdalena johannsen,everlasting pearl  one of chinas women,raw/19365/pg19365.txt.utf8
20091,749,saint john of damascus,barlaam and ioasaph,raw/749/pg749.txt.utf8
20092,15269,john s c john stevens cabot abbott,the empire of russia from the remotest periods to the present time,raw/15269/pg15269.txt.utf8
20093,16070,john s c john stevens cabot abbott,the empire of austria its rise and present power,raw/16070/pg16070.txt.utf8
20094,28445,abbott john s c john stevens cabot abbott,madame roland makers of history,raw/28445/pg28445.txt.utf8
20095,16335,gabriel john,essays on the stage  preface to the campaigners 1689 and preface to the translation of bossuets maxims and reflections on plays 1699,raw/16335/pg16335.txt.utf8
20096,11239,gabriel john,the life and adventures of robinson crusoe of york mariner volume 1  with an account of his travels round three parts of the globe  written by himself in two volumes,raw/11239/pg11239.txt.utf8
20097,36587,gabriel john,a true relation of the apparition of one mrs veal  the next day after her death to one mrs bargrave at  canterbury the 8th of september 1705 which apparition  recommends the perusal of drelincourts book of consolations  against the fears of death,raw/36587/pg36587.txt.utf8
20098,36656,gabriel john,a seasonable warning and caution against the insinuations of papists and jacobites in favour of the pretender  being a letter from an englishman at the court of hanover,raw/36656/pg36656.txt.utf8
20099,14436,gabriel john,military memoirs of capt george carleton,raw/14436/pg14436.txt.utf8
20100,14442,gabriel john,memoirs of major alexander ramkins 1718,raw/14442/pg14442.txt.utf8
20101,30159,gabriel john,the trueborn englishman  a satire,raw/30159/pg30159.txt.utf8
20102,6422,gabriel john,the life adventures  piracies of the famous captain singleton,raw/6422/pg6422.txt.utf8
20103,44665,thomas m thomas matthew st john,things a boy should know about electricity  second edition,raw/44665/pg44665.txt.utf8
20104,28335,thomas m st john,how two boys made their own electrical apparatus  containing complete directions for making all kinds of simple apparatus for the study of elementary electricity,raw/28335/pg28335.txt.utf8
20105,38077,rev c a johns,british birds in their haunts,raw/38077/pg38077.txt.utf8
20106,35045,a e amelia e johnson,the hazeley family,raw/35045/pg35045.txt.utf8
20107,3004,allen johnson,jefferson and his colleagues a chronicle of the virginia dynasty,raw/3004/pg3004.txt.utf8
20108,22461,allen johnson,union and democracy,raw/22461/pg22461.txt.utf8
20109,15508,allen johnson,stephen a douglas a study in american politics,raw/15508/pg15508.txt.utf8
20110,9651,benjamin f johnson,a childworld,raw/9651/pg9651.txt.utf8
20111,15862,benjamin f johnson,afterwhiles,raw/15862/pg15862.txt.utf8
20112,691,benjamin f johnson,the complete works of james whitcomb riley  volume 1,raw/691/pg691.txt.utf8
20113,20181,benjamin f johnson,a defective santa claus,raw/20181/pg20181.txt.utf8
20114,16265,benjamin f johnson,riley songs of home,raw/16265/pg16265.txt.utf8
20115,4081,benjamin f johnson,the alchemist,raw/4081/pg4081.txt.utf8
20116,3695,benjamin f johnson,every man out of his humour,raw/3695/pg3695.txt.utf8
20117,19897,benj f of boone johnson,riley lovelyrics,raw/19897/pg19897.txt.utf8
20118,15834,benj f of boone johnson,the book of joyous children,raw/15834/pg15834.txt.utf8
20119,9777,benj f of boone johnson,riley childrhymes,raw/9777/pg9777.txt.utf8
20120,692,benj f of boone johnson,the complete works of james whitcomb riley  volume 10,raw/692/pg692.txt.utf8
20121,24439,charles johnson,pirates,raw/24439/pg24439.txt.utf8
20122,37464,clifton johnson,bluebeard,raw/37464/pg37464.txt.utf8
20123,7978,elias johnson,legends traditions and laws of the iroquois or six nations and history of the tuscarora indians,raw/7978/pg7978.txt.utf8
20124,6816,helen m helen mar johnson,canadian wild flowers selections from the writings of miss helen m johnson,raw/6816/pg6816.txt.utf8
20125,3679,j c f joseph colin frances johnson,getting gold a practical treatise for prospectors miners and students,raw/3679/pg3679.txt.utf8
20126,17884,j w james weldon johnson,fifty years  other poems,raw/17884/pg17884.txt.utf8
20127,35025,j w james weldon johnson,selfdetermining haiti  four articles reprinted from the nation embodying a report of an investigation made for the national association for the advancement of colored people,raw/35025/pg35025.txt.utf8
20128,10839,james johnson,sugar and spice comical tales comically dressed,raw/10839/pg10839.txt.utf8
20129,29089,jesse johnson,testimony of the sonnets as to the authorship of the shakespearean plays and poems,raw/29089/pg29089.txt.utf8
20130,25272,owen mcmahon johnson,the varmint,raw/25272/pg25272.txt.utf8
20131,6600,pauline johnson,the moccasin maker,raw/6600/pg6600.txt.utf8
20132,5769,pauline johnson,the shagganappi,raw/5769/pg5769.txt.utf8
20133,43854,richard johnson,the blossoms of morality  intended for the amusement and instruction of young ladies and gentlemen,raw/43854/pg43854.txt.utf8
20134,4052,richard johnson,address to the inhabitants of the colonies established in new south wales and norfolk island,raw/4052/pg4052.txt.utf8
20135,26142,samuel w samuel william johnson,peat and its uses as fertilizer and fuel,raw/26142/pg26142.txt.utf8
20136,10835,samuel johnson,dr johnsons works life poems and tales volume 1  the works of samuel johnson lld in nine volumes,raw/10835/pg10835.txt.utf8
20137,4679,samuel johnson,johnsons lives of the poets  volume 1,raw/4679/pg4679.txt.utf8
20138,4678,samuel johnson,johnsons lives of the poets  volume 2,raw/4678/pg4678.txt.utf8
20139,5101,samuel johnson,lives of the english poets  prior congreve blackmore pope,raw/5101/pg5101.txt.utf8
20140,15566,samuel johnson,notes to shakespeare volume iii the tragedies,raw/15566/pg15566.txt.utf8
20141,5430,samuel johnson,preface to a dictionary of the english language,raw/5430/pg5430.txt.utf8
20142,13350,samuel johnson,the vanity of human wishes 1749 and two rambler papers 1750,raw/13350/pg13350.txt.utf8
20143,11768,samuel johnson,the works of samuel johnson volume 05  miscellaneous pieces,raw/11768/pg11768.txt.utf8
20144,10351,samuel johnson,the works of samuel johnson volume 10  parlimentary debates i,raw/10351/pg10351.txt.utf8
20145,7780,samuel johnson,notes to shakespeare  volume 01 comedies,raw/7780/pg7780.txt.utf8
20146,24218,samuel johnson,the works of samuel johnson lld in nine volumes  volume the eighth the lives of the poets volume ii,raw/24218/pg24218.txt.utf8
20147,38359,stanley currie johnson,peeps at postage stamps,raw/38359/pg38359.txt.utf8
20148,6604,theresa johnson,two months in the camp of big bear,raw/6604/pg6604.txt.utf8
20149,41135,v e johnson,the theory and practice of model aeroplaning,raw/41135/pg41135.txt.utf8
20150,37147,virginia w johnson,the crickets friends  tales told by the cricket teapot and saucepan,raw/37147/pg37147.txt.utf8
20151,44686,w fletcher johnson,life of wm tecumseh sherman  late retired general u s a,raw/44686/pg44686.txt.utf8
20152,33848,w fletcher willis fletcher johnson,the history of cuba vol 4,raw/33848/pg33848.txt.utf8
20153,38389,william fletcher johnson,stanleys adventures in the wilds of africa  a graphic account of the several expeditions of henry m stanley into the heart of the dark continent,raw/38389/pg38389.txt.utf8
20154,21543,william henry johnson,french pathfinders in north america,raw/21543/pg21543.txt.utf8
20155,37676,willis fletcher johnson,the history of cuba vol 2,raw/37676/pg37676.txt.utf8
20156,41271,willis fletcher johnson,history of the johnstown flood  including all the fearful record the breaking of the south fork dam the sweeping out of the conemaugh valley the overthrow of johnstown the massing of the wreck at the railroad bridge escapes rescues searches for survivors and the dead relief organizations stupendous charities etc etc with full accounts also of the destruction on the susquehanna and juniata rivers and the bald eagle creek,raw/41271/pg41271.txt.utf8
20157,33847,willis fletcher johnson,the history of cuba vol 1,raw/33847/pg33847.txt.utf8
20158,42829,alfred st johnston,in quest of gold  under the whanga falls,raw/42829/pg42829.txt.utf8
20159,24235,annie f annie fellows johnston,mary wares promised land,raw/24235/pg24235.txt.utf8
20160,17094,annie f annie fellows johnston,the story of the red cross as told to the little colonel,raw/17094/pg17094.txt.utf8
20161,7807,annie f annie fellows johnston,georgina of the rainbows,raw/7807/pg7807.txt.utf8
20162,17497,annie f annie fellows johnston,ole mammys torment,raw/17497/pg17497.txt.utf8
20163,25978,annie f annie fellows johnston,flips islands of providence,raw/25978/pg25978.txt.utf8
20164,39598,annie f annie fellows johnston,asa holmes  or at the crossroads,raw/39598/pg39598.txt.utf8
20165,40366,annie fellows johnston,mary ware in texas,raw/40366/pg40366.txt.utf8
20166,40463,annie fellows johnston,the little colonels holidays,raw/40463/pg40463.txt.utf8
20167,17825,annie fellows johnston,the legend of the bleedingheart,raw/17825/pg17825.txt.utf8
20168,21248,annie fellows johnston,the little colonel maid of honor,raw/21248/pg21248.txt.utf8
20169,39594,annie fellows johnston,the little colonels knight comes riding,raw/39594/pg39594.txt.utf8
20170,17429,annie fellows johnston,the story of dago,raw/17429/pg17429.txt.utf8
20171,12176,annie fellows johnston,the gate of the giant scissors,raw/12176/pg12176.txt.utf8
20172,39591,annie fellows johnston,keeping tryst  a tale of king arthurs time,raw/39591/pg39591.txt.utf8
20173,39090,annie fellows johnston,travelers five along lifes highway,raw/39090/pg39090.txt.utf8
20174,18131,annie fellows johnston,the rescue of the princess winsome a fairy play for old and young,raw/18131/pg18131.txt.utf8
20175,15741,annie fellows johnston,the little colonels house party,raw/15741/pg15741.txt.utf8
20176,44408,arthur johnston,narrative of the operations of a detachment in an expedition to candy in the island of ceylon in the year 1804  with some observations on the previous campaign and on the nature of candian warfare etc etc etc,raw/44408/pg44408.txt.utf8
20177,39663,bertha johnston,home occupations for boys and girls,raw/39663/pg39663.txt.utf8
20178,26960,charles haven ladd johnston,famous privateersmen and adventurers of the sea  their rovings cruises escapades and fierce battling  upon the ocean for patriotism and for treasure,raw/26960/pg26960.txt.utf8
20179,44889,david e johnston,the story of a confederate boy in the civil war,raw/44889/pg44889.txt.utf8
20180,25087,j p james perry johnston,twenty years of husling,raw/25087/pg25087.txt.utf8
20181,14513,mary johnston,audrey,raw/14513/pg14513.txt.utf8
20182,16554,mary johnston,foes,raw/16554/pg16554.txt.utf8
20183,13812,mary johnston,sir mortimer a novel,raw/13812/pg13812.txt.utf8
20184,22066,mary johnston,the long roll,raw/22066/pg22066.txt.utf8
20185,37210,richard f johnston,the breeding birds of kansas,raw/37210/pg37210.txt.utf8
20186,31240,richard f johnston,natural history of the salamander aneides hardii,raw/31240/pg31240.txt.utf8
20187,30675,robert johnston,presbyterian worship  its spirit method and history,raw/30675/pg30675.txt.utf8
20188,11240,william johnston,the apartment next door,raw/11240/pg11240.txt.utf8
20189,37839,james johnstone johnstone,my experiences in manipur and the naga hills,raw/37839/pg37839.txt.utf8
20190,16724,james johnstone johnstone,the campaign of 1760 in canada  a narrative attributed to chevalier johnstone,raw/16724/pg16724.txt.utf8
20191,8507,james johonnot,ten great events in history,raw/8507/pg8507.txt.utf8
20192,5716,franoisferdinandphilippelouismarie dorlans joinville,memoirs vieux souvenirs of the prince de joinville,raw/5716/pg5716.txt.utf8
20193,18705,maurus jokai,the poor plutocrats,raw/18705/pg18705.txt.utf8
20194,26865,maurus jokai,the corsair king,raw/26865/pg26865.txt.utf8
